Target Low,Target High,Target Mean,Target Median,Avg Rating,Rec,Analysts
10.0,10.0,10.0,10.0,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
0.8,7.0,3.11429,2.0,2.2,buy,7.0
8.0,12.0,10.0,10.0,,none,2.0
4.0,4.0,4.0,4.0,2.0,buy,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
6.25,6.25,6.25,6.25,1.0,strong_buy,1.0
3.5,75.00008,23.25001,13.5,1.25,strong_buy,6.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
13.0,40.0,26.5,26.5,1.0,strong_buy,2.0
,,,,,none,
4.0,8.0,5.41667,4.25,2.25,buy,3.0
,,,,,none,
4.0,4.0,4.0,4.0,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
10.0,12.0,11.0,11.0,3.0,hold,2.0
1.2,1.8,1.5,1.5,,none,2.0
,,,,,none,
15.0,15.0,15.0,15.0,1.0,strong_buy,1.0
4.0,10.0,6.66667,6.0,1.25,strong_buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
3.987224,12.459929,8.223577,8.223577,1.83333,buy,2.0
7.0,12.0,9.5,9.5,1.42857,strong_buy,4.0
1.3,2.0,1.65,1.65,,none,2.0
13.0,13.0,13.0,13.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
5.0,8.0,6.0,5.5,1.25,strong_buy,4.0
,,,,,none,
,,,,,none,
,,,,,none,
36.0,175.0,80.25,55.0,1.5,strong_buy,4.0
,,,,,none,
,,,,,none,
2.0,7.0,5.4,6.0,1.6,buy,5.0
,,,,,none,
1.2,2.0,1.6,1.6,1.0,strong_buy,2.0
1.5,5.5,3.4,3.0,1.14286,strong_buy,5.0
1.6,25.0,14.4,15.5,1.75,buy,4.0
,,,,,none,
,,,,,none,
10.0,19.0,15.4,18.0,1.33333,strong_buy,5.0
35.0,43.0,39.0,39.0,2.0,buy,2.0
0.503,0.75,0.6265,0.6265,3.0,hold,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
2.5,6.0,4.25,4.25,,none,2.0
,,,,,none,
27.878048,27.878048,27.878048,27.878048,,none,1.0
3.0,4.5,3.83333,4.0,1.33333,strong_buy,3.0
,,,,,none,
3.0,5.8,4.4,4.4,1.0,strong_buy,2.0
,,,,,none,
100.0,100.0,100.0,100.0,1.0,strong_buy,1.0
4.0,17.0,11.0,12.0,1.0,strong_buy,3.0
,,,,,none,
,,,,,none,
5.0,5.0,5.0,5.0,2.0,buy,1.0
,,,,,none,
4.5,4.5,4.5,4.5,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
7.0,7.0,7.0,7.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
5.0,12.0,7.85714,8.0,1.42857,strong_buy,7.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,3.0,hold,
2.25,5.0,3.625,3.625,3.0,hold,2.0
1.6237673,3.0347095,2.3292382,2.3292382,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
4.0,4.0,4.0,4.0,,none,3.0
,,,,,none,
3.0,3.0,3.0,3.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
3.0,5.0,4.0,4.0,1.5,strong_buy,2.0
6.0,6.0,6.0,6.0,,none,1.0
5.0,9.0,7.0,7.0,,none,2.0
,,,,,none,
,,,,,none,
300.03,300.03,300.03,300.03,1.0,strong_buy,1.0
3.4,3.4,3.4,3.4,,none,1.0
,,,,,none,
7.0,9.5,8.25,8.25,1.0,strong_buy,2.0
,,,,,none,
,,,,,none,
2.0,8.0,5.25,5.5,2.16667,buy,4.0
,,,,,none,
2.0,6.0,4.0,4.0,1.5,strong_buy,2.0
2.5,16.0,6.75,5.5,,none,6.0
1.0,5.0,3.5,4.0,2.25,buy,4.0
,,,,,none,
1.5,2.0,1.75,1.75,1.4,strong_buy,4.0
,,,,,none,
1.25,1.25,1.25,1.25,,none,1.0
,,,,,none,
10.5,10.5,10.5,10.5,1.0,strong_buy,1.0
,,,,,none,
,,,,,,
2.0,2.0,2.0,2.0,2.0,buy,1.0
,,,,,none,
3.0,33.0,19.5,21.0,1.5,strong_buy,4.0
10.0,10.0,10.0,10.0,,none,1.0
,,,,,none,
,,,,,none,
2.0,2.0,2.0,2.0,,none,1.0
,,,,,none,
1.7,1.7,1.7,1.7,,none,1.0
2.0,2.0,2.0,2.0,,none,1.0
5.0,8.0,7.0,8.0,3.0,hold,3.0
1.9907084,9.986062,3.825203,2.9912891,1.42857,strong_buy,6.0
,,,,,none,
,,,,,none,
,,,,,none,
4.0223136,9.854173,6.9382434,6.9382434,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
2.0,3.0,2.59,2.77,1.66667,buy,3.0
,,,,,none,
2.5,9.0,5.5,5.0,1.66667,buy,3.0
12.0,14.0,12.66667,12.0,1.33333,strong_buy,3.0
12.0,15.0,13.0,12.0,1.33333,strong_buy,3.0
,,,,,none,
,,,,,none,
1.5,1.5,1.5,1.5,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
1.2391049,2.4451284,1.8138897,1.785663,,none,4.0
,,,,,none,
2.5,2.5,2.5,2.5,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
0.32,0.32,0.32,0.32,1.0,strong_buy,1.0
,,,,,none,
3.0,12.0,7.33333,7.5,1.33333,strong_buy,6.0
,,,,,none,
,,,,,none,
6.5,6.5,6.5,6.5,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,1.25,strong_buy,
,,,,,none,
4.0,8.0,5.6,5.0,1.375,strong_buy,5.0
,,,,,none,
,,,,,none,
1.0,1.0,1.0,1.0,0.0,strong_buy,1.0
,,,,,none,
6.0,6.0,6.0,6.0,,none,1.0
,,,,,none,
11.0,15.0,13.0,13.0,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
13.0,60.0,30.5,24.5,1.25,strong_buy,4.0
0.33,1.0,0.64125,0.55,2.9,hold,8.0
,,,,,none,
,,,,,none,
6.0,6.0,6.0,6.0,,none,1.0
1.25,2.5,1.875,1.875,,none,2.0
,,,,,none,
10.0,14.0,12.5,13.0,1.5,strong_buy,4.0
,,,,,none,
1.0,3.0,2.25,2.5,1.66667,buy,4.0
,,,,,none,
,,,,,none,
,,,,,none,
7.0,7.0,7.0,7.0,,none,1.0
,,,,,none,
,,,,1.0,strong_buy,
5.0,5.0,5.0,5.0,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
10.0,20.0,15.0,15.0,2.0,buy,2.0
5.0,6.0,5.5,5.5,1.0,strong_buy,2.0
1.5,1.5,1.5,1.5,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
3.5,7.45,5.09,5.0,1.33333,strong_buy,5.0
12.0,26.0,19.0,19.0,1.5,strong_buy,2.0
,,,,,none,
,,,,,none,
22.0,25.0,23.5,23.5,1.5,strong_buy,2.0
1.5,2.0,1.625,1.5,3.2,hold,4.0
6.0,10.0,8.0,8.0,1.4,strong_buy,5.0
4.5,13.0,7.5,5.0,1.33333,strong_buy,3.0
,,,,,none,
,,,,,none,
20.0,48.0,30.71429,30.0,1.28571,strong_buy,7.0
2.0,9.0,5.0,5.0,1.8,buy,5.0
,,,,,none,
1.0,10.0,5.0,4.0,2.0,buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
8.0,14.0,11.0,11.0,2.75,hold,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
8.0,67.49997,25.91666,20.0,2.0,buy,6.0
,,,,,none,
,,,,,none,
,,,,,none,
3.0,12.5,6.0,4.25,1.75,buy,4.0
20.0,40.0,28.75,27.5,1.8,buy,4.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
15.0,15.0,15.0,15.0,2.0,buy,1.0
4.0,4.0,4.0,4.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
3.0,5.0,4.33333,5.0,1.33333,strong_buy,3.0
,,,,,none,
7.75,7.75,7.75,7.75,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
7.0,8.0,7.5,7.5,1.0,strong_buy,3.0
10.27,14.0,12.135,12.135,,none,2.0
1.5,14.0,5.75,1.75,,none,3.0
20.0,20.0,20.0,20.0,3.0,hold,1.0
,,,,,none,
,,,,,none,
10.0,15.0,12.125,11.75,1.5,strong_buy,4.0
21.0,46.0,32.66667,31.0,1.0,strong_buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
5.0,5.0,5.0,5.0,3.0,hold,1.0
,,,,,none,
,,,,,none,
2.5,2.5,2.5,2.5,1.0,strong_buy,1.0
,,,,,none,
0.8,0.8,0.8,0.8,1.0,strong_buy,1.0
3.0,6.0,4.33333,4.0,1.33333,strong_buy,3.0
0.2,0.25,0.225,0.225,1.0,strong_buy,2.0
30.0,30.0,30.0,30.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
18.0,20.0,19.0,19.0,,none,2.0
3.0,10.5,6.5,7.0,1.8,buy,5.0
,,,,,none,
,,,,,none,
20.0,20.0,20.0,20.0,3.0,hold,1.0
,,,,,none,
,,,,,none,
,,,,,none,
15.5,15.5,15.5,15.5,0.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
3.0,6.0,4.5,4.5,1.33333,strong_buy,2.0
,,,,,none,
,,,,,none,
,,,,,none,
4.0,51.0,19.625,20.0,2.11111,buy,8.0
3.0,20.5,8.83333,3.0,2.0,buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
2.0,7.0,4.25,4.0,1.8,buy,4.0
8.0,8.0,8.0,8.0,,none,1.0
,,,,,none,
,,,,,none,
1.25,2.0,1.625,1.625,1.5,strong_buy,2.0
,,,,,none,
15.0,15.0,15.0,15.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
9.0,9.0,9.0,9.0,2.0,buy,1.0
8.0,20.0,14.25,14.5,1.8,buy,4.0
2.0,3.7,2.85,2.85,,none,2.0
,,,,,none,
,,,,,none,
1.3,1.3,1.3,1.3,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
3.0,21.0,14.66667,20.0,1.66667,buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
10.881868,12.376219,11.709825,11.87139,1.0,strong_buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
3.0,4.0,3.5,3.5,1.6,buy,4.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
15.0,26.0,22.0,25.0,1.0,strong_buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
43.0,43.0,43.0,43.0,2.5,buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
11.847449,30.05205,16.987747,14.935741,1.2,strong_buy,6.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
12.0,27.0,19.66667,20.0,1.33333,strong_buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
5.0,5.0,5.0,5.0,1.0,strong_buy,1.0
,,,,0.0,strong_buy,
0.92,2.0,1.46,1.46,2.0,buy,2.0
,,,,,none,
4.0,5.0,4.5,4.5,1.0,strong_buy,2.0
5.0,6.0,5.5,5.5,1.5,strong_buy,2.0
13.0,14.0,13.5,13.5,1.0,strong_buy,2.0
,,,,,none,
2.0,11.5,5.3,4.0,1.4,strong_buy,5.0
10.0,150.0,60.5,41.0,2.16667,buy,4.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,3.0,hold,
,,,,,none,
10.0,13.0,11.66667,12.0,1.33333,strong_buy,3.0
12.0,15.0,13.5,13.5,1.5,strong_buy,2.0
6.0,19.0,11.16667,10.5,1.66667,buy,6.0
,,,,3.0,hold,
,,,,,none,
,,,,,none,
5.0,5.0,5.0,5.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
12.0,18.0,15.0,15.0,1.5,strong_buy,2.0
,,,,,none,
1.0,10.0,7.0,8.0,1.8,buy,5.0
1.0,1.4,1.18333,1.15,3.0,hold,3.0
,,,,,none,
,,,,,none,
,,,,,none,
1.2439023,1.5052264,1.3745644,1.3745644,3.0,hold,2.0
14.5,14.5,14.5,14.5,2.0,buy,1.0
4.5,5.0,4.75,4.75,1.5,strong_buy,2.0
8.0,50.0,28.28571,30.0,1.22222,strong_buy,7.0
3.9572845,3.9572845,3.9572845,3.9572845,2.0,buy,1.0
0.7,2.0,1.35,1.35,2.0,buy,2.0
,,,,,none,
9.0,12.0,10.5,10.5,1.5,strong_buy,2.0
,,,,,none,
2.0,3.5,2.83333,3.0,1.5,strong_buy,3.0
,,,,,none,
,,,,,none,
5.0,9.0,7.75,8.5,1.66667,buy,4.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
3.0,5.0,4.0,4.0,2.0,buy,2.0
,,,,,none,
,,,,,none,
,,,,3.0,hold,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
35.0,36.0,35.5,35.5,1.5,strong_buy,2.0
,,,,,none,
,,,,,none,
3.0,3.0,3.0,3.0,3.0,hold,1.0
14.0,20.0,16.25,15.5,1.25,strong_buy,4.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
3.0,3.0,3.0,3.0,,none,1.0
,,,,,none,
,,,,,none,
3.75,5.0,4.375,4.375,1.0,strong_buy,2.0
12.0,25.2,21.4,24.2,1.5,strong_buy,4.0
3.0,3.0,3.0,3.0,,none,1.0
1.45,1.45,1.45,1.45,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
4.0,4.0,4.0,4.0,,none,1.0
,,,,,none,
12.0,12.0,12.0,12.0,1.0,strong_buy,1.0
4.0,13.0,8.5,8.5,2.0,buy,2.0
4.0,6.0,5.125,5.25,2.0,buy,4.0
,,,,,none,
,,,,,none,
,,,,,none,
7.0,13.0,10.0,10.0,2.33333,buy,2.0
,,,,,none,
12.0,12.0,12.0,12.0,,none,1.0
3.5,4.0,3.75,3.75,,none,2.0
,,,,,none,
3.0,9.0,6.0,6.0,2.0,buy,2.0
,,,,,none,
,,,,,none,
,,,,,none,
1.0,1.0,1.0,1.0,3.0,hold,1.0
,,,,,none,
,,,,,none,
1.0,8.0,4.5,4.5,2.0,buy,2.0
,,,,,none,
,,,,,none,
,,,,3.0,hold,
,,,,,none,
,,,,,none,
7.0,8.0,7.5,7.5,1.5,strong_buy,2.0
,,,,,none,
,,,,,none,
,,,,,none,
21.0,34.0,30.0,32.0,1.16667,strong_buy,5.0
8.5,8.5,8.5,8.5,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
6.0,6.0,6.0,6.0,,none,1.0
,,,,,none,
11.0,11.0,11.0,11.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
2.0,16.0,8.0,7.0,1.33333,strong_buy,7.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
3.5,3.5,3.5,3.5,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
1.0,1.0,1.0,1.0,,none,1.0
,,,,,none,
,,,,,none,
4.0,6.0,4.66667,4.0,1.33333,strong_buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
2.0,2.0,2.0,2.0,1.0,strong_buy,1.0
7.0253215,7.0253215,7.0253215,7.0253215,,none,1.0
5.0,9.0,7.0,7.0,,none,2.0
,,,,,none,
,,,,,none,
9.0,9.0,9.0,9.0,,none,1.0
2.0,2.0,2.0,2.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
2.25,4.0,3.08333,3.0,1.66667,buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
3.0,11.5,5.5,3.75,1.5,strong_buy,4.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
16.0,16.0,16.0,16.0,1.0,strong_buy,1.0
,,,,,none,
1.4,6.0,3.1,2.5,1.4,strong_buy,4.0
,,,,,none,
10.0,15.0,12.5,12.5,,none,2.0
,,,,,none,
4.0,4.0,4.0,4.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
8.0,21.65,16.53,18.0,1.4,strong_buy,5.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
4.0,4.0,4.0,4.0,0.0,strong_buy,1.0
,,,,,none,
2.0,6.0,4.0,4.0,2.71429,hold,4.0
,,,,,none,
,,,,,none,
,,,,,none,
4.007605,4.007605,4.007605,4.007605,,none,1.0
,,,,,none,
5.0,8.0,6.5,6.5,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
5.22,5.22,5.22,5.22,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
11.12,12.0,11.56,11.56,1.0,strong_buy,2.0
,,,,,none,
,,,,,none,
,,,,,none,
1.0,2.0,1.5,1.5,2.5,buy,2.0
,,,,,none,
,,,,,none,
20.0,20.0,20.0,20.0,2.0,buy,2.0
5.0,7.0,6.0,6.0,1.5,strong_buy,2.0
,,,,,none,
2.0,2.0,2.0,2.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
1.0,1.0,1.0,1.0,3.0,hold,1.0
,,,,,none,
,,,,,none,
,,,,,none,
4.0,8.0,5.75,5.5,,none,4.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
3.5,4.25,3.875,3.875,,none,2.0
,,,,,none,
8.5,8.5,8.5,8.5,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
7.0,18.0,12.5,12.5,2.0,buy,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
2.9772818,9.346077,6.013966,5.9409,1.6,buy,5.0
,,,,,none,
,,,,,none,
,,,,,none,
9.0,9.0,9.0,9.0,0.0,strong_buy,1.0
,,,,,none,
,,,,,none,
8.0,10.0,9.0,9.0,1.0,strong_buy,2.0
7.5,14.0,10.75,10.75,1.66667,buy,2.0
,,,,,none,
,,,,,none,
2.62,2.62,2.62,2.62,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
6.0,7.0,6.5,6.5,2.0,buy,2.0
6.0,6.0,6.0,6.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
10.0,10.0,10.0,10.0,1.0,strong_buy,1.0
,,,,,none,
1.1,2.6,1.85,1.85,3.0,hold,2.0
,,,,,none,
,,,,,none,
2.25,6.2,4.225,4.225,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
17.75,17.75,17.75,17.75,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
5.0,5.0,5.0,5.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,3.0,hold,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
3.0,4.0,3.5,3.5,2.66667,hold,2.0
,,,,,none,
30.0,45.0,35.66667,32.0,1.5,strong_buy,3.0
5.0,9.5,6.875,6.5,,none,4.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
18.0,18.0,18.0,18.0,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
6.5,6.5,6.5,6.5,2.0,buy,1.0
,,,,,none,
,,,,,none,
10.0,30.0,18.5,17.0,1.0,strong_buy,4.0
,,,,,none,
,,,,,none,
0.6,4.0,1.9625,1.625,1.5,strong_buy,4.0
,,,,,none,
,,,,,none,
,,,,,none,
4.5,10.0,6.625,6.0,1.25,strong_buy,4.0
1.0,1.0,1.0,1.0,2.5,buy,1.0
,,,,,none,
17.0,17.0,17.0,17.0,0.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
4.0,16.0,10.25,10.5,,none,4.0
7.0,13.0,10.0,10.0,1.5,strong_buy,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
4.0,12.0,8.33333,9.0,1.66667,buy,3.0
5.0399747,5.0399747,5.0399747,5.0399747,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
0.75,0.75,0.75,0.75,5.0,sell,1.0
5.0,6.5,5.75,5.75,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
2.5,2.5,2.5,2.5,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
10.0,120.0,59.25,53.5,1.0,strong_buy,4.0
10.0,10.0,10.0,10.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
4.75,7.0,5.875,5.875,1.0,strong_buy,2.0
,,,,,none,
,,,,,none,
6.0,20.0,12.0,10.0,,none,3.0
,,,,,none,
20.0,20.0,20.0,20.0,,none,1.0
2.300546,3.5008914,2.9007187,2.9007187,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
2.0,2.0,2.0,2.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
13.32001,19.98002,16.65002,16.65002,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
5.0,5.0,5.0,5.0,,none,1.0
1.65,2.0,1.825,1.825,3.0,hold,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
15.0,32.0,20.66667,15.0,1.66667,buy,3.0
,,,,,none,
,,,,,none,
3.0,3.0,3.0,3.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
4.5,4.5,4.5,4.5,,none,1.0
,,,,,none,
,,,,,none,
5.0,14.0,9.2,9.0,1.2,strong_buy,5.0
8.0,8.0,8.0,8.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
3.0,3.0,3.0,3.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
10.0,10.0,10.0,10.0,2.33333,buy,1.0
,,,,,none,
1.5,2.0,1.75,1.75,1.5,strong_buy,2.0
6.0,6.0,6.0,6.0,2.0,buy,1.0
0.23,0.23,0.23,0.23,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
4.0,4.0,4.0,4.0,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,0.0,strong_buy,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
8.0,61.0,27.18167,19.545,1.5,strong_buy,6.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
1.0,1.0,1.0,1.0,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
2.0,2.0,2.0,2.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
6.0,19.75,13.25,14.0,1.5,strong_buy,3.0
,,,,,none,
9.0,12.0,10.5,10.5,1.5,strong_buy,2.0
2.0,2.0,2.0,2.0,,none,1.0
,,,,,none,
1.0,3.0,2.0,2.0,,none,2.0
7.0,12.5,10.33333,11.5,1.66667,buy,3.0
,,,,,,
,,,,,none,
12.0,20.0,16.33333,17.0,1.4,strong_buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
8.0,11.0,9.5,9.5,2.33333,buy,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
7.0,7.0,7.0,7.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
8.5,14.0,10.375,9.5,1.0,strong_buy,4.0
,,,,,none,
,,,,,none,
2.5,4.0,3.25,3.25,,none,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,1.0,strong_buy,
,,,,,none,
,,,,,none,
11.0,12.0,11.66667,12.0,1.75,buy,3.0
,,,,,none,
,,,,,none,
3.0,8.0,6.25,7.0,1.5,strong_buy,4.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
7.0,10.0,8.66667,9.0,1.33333,strong_buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
4.0,4.0,4.0,4.0,1.0,strong_buy,1.0
1.0,1.0,1.0,1.0,1.0,strong_buy,2.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
4.0,13.0,7.0,4.0,1.66667,buy,3.0
,,,,,none,
,,,,,none,
,,,,,none,
6.0,6.0,6.0,6.0,2.0,buy,1.0
,,,,,none,
,,,,,none,
4.5,4.5,4.5,4.5,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
3.0,3.0,3.0,3.0,,none,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
18.5,18.5,18.5,18.5,1.0,strong_buy,1.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
